2024-09-03T15:08:29.337521,144.174.11.107,25.0;26.0;27.0,-83.0;-84.0;-85.0,2010-08-20T00:00:00;2018-08-21T00:00:00;2018-08-22T00:00:00,3,Success
2024-09-03T15:09:24.523262,144.174.11.107,25.0;26.0;27.0,-83.0;-84.0;-85.0,2015-08-20T00:00:00;2013-08-21T00:00:00;2016-08-22T00:00:00,3,Success
